show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description;note
80989339;movie;between worlds;maria pulera;nicolas cage, franka potente, penelope mitchell, garrett clayton, lydia hearst, hopper penn;spain;april 6, 2019;2018;r;91 min;thrillers;grieving for his dead wife and daughter, a trucker plunges into a romance with a mother who needs his help. the dead, however, are far from gone.;4,3 based on 4 220 user ratings
70295170;movie;queen of the desert;werner herzog;nicole kidman, james franco, damian lewis, jay abdo, robert pattinson, jenny agutter, david calder, christopher fulford, nick waring, holly earl, sophie linfield;united states, morocco;april 6, 2019;2015;pg-13;128 min;dramas;driven beyond the bounds of convention, adventurer gertrude bell leaves turn-of-the-century britain behind for the deserts of the middle east.;5,7 based on 9 592 user ratings
80130625;movie;6 balloons;marja lewis ryan;abbi jacobson, dave franco, jane kaczmarek, tim matheson, charlotte carel, madeline carel, maya erskine, dawan owens, jen tullock;united states;april 6, 2018;2018;tv-ma;75 min;dramas, independent movies;a loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.;5,8 based on 3 381 user ratings
80096984;movie;amateur;ryan koo;michael rainey jr., josh charles, brian white, sharon leal, ashlee brian, corey parker robinson;united states;april 6, 2018;2018;tv-ma;96 min;dramas, independent movies, sports movies;after he's recruited to an elite prep school, a 14-year-old basketball phenom is confronted by corruption and greed in amateur sports.;5,9 based on 3 329 user ratings
80222823;movie;orbiter 9;hatem khraiche;clara lago, alex gonzalez, andrã©s parra, belã©n rueda;spain, colombia;april 6, 2018;2017;tv-14;95 min;dramas, international movies, sci-fi & fantasy;a woman who's been alone on a spaceship her whole life becomes enamored with an engineer who suddenly enters her life and upends her universe.;5,9 based on 6 028 user ratings
80209895;movie;ram dass, going home;derek peck;ram dass;united states;april 6, 2018;2018;tv-14;32 min;documentaries, faith & spirituality;from his home on maui, pioneering researcher, author and spiritual teacher ram dass reflects on love, life and death as his own days draw to a close.;7,0 based on 654 user ratings
80189646;movie;seth rogen's hilarity for charity;ryan polito;seth rogen, ike barinholtz, michael che, sacha baron cohen, jeff goldblum, tiffany haddish, chris hardwick, nick kroll, john mulaney, kumail nanjiani, chelsea peretti, craig robinson & the nasty delicious, lauren miller rogen, justin roiland, sarah silverman, michelle wolf;united states;april 6, 2018;2018;tv-ma;70 min;stand-up comedy;seth rogen and friends combine stand-up, sketches and music for an outrageous comedy special that could only come from the mind of seth.;4,9 based on 2 071 user ratings
80226962;movie;sun dogs;jennifer morrison;michael angarano, melissa benoist, xzibit, allison janney, ed o'neill, j.r. ramirez, eric christian olsen, niko nicotera, nicholas massouh, alexander wraith, fernando chien, tom berninger;mexico, united states;april 6, 2018;2017;tv-ma;94 min;comedies, dramas, independent movies;rejected by the marines but eager to serve his country after 9/11, a simple-minded man performs amateur terrorist surveillance with a young runaway.;6,2 based on 1 557 user ratings
80161104;movie;the 4th company;mitzi vanessa arreola, amir galvan cervera;adrian ladron, andoni gracia, hernã¡n mendoza, gabino rodrã­guez, darã­o t. pie, manuel ojeda;mexico, spain;april 6, 2018;2016;tv-ma;117 min;action & adventure, dramas, international movies;in a violent prison in 1970s mexico, a young inmate lands a spot on a football team that doubles as an enforcer squad for a corrupt administration.;6,2 based on 666 user ratings
80191990;movie;todo lo que serã­a lucas lauriente;raãºl campos, jan suter;lucas lauriente;argentina;april 6, 2018;2018;tv-ma;78 min;stand-up comedy;"in his stand-up set, argentine comic lucas lauriente animatedly rattles off reflections on different generations and begs kids to stop saying ""goals.""";7,7 based on 90 user ratings
80175352;tv show;troy;nan;louis hunter, bella dayne, frances o'connor, david threlfall, chloe pirrie, tom weston-jones, alfred enoch, jonas armstrong;united kingdom, south africa, australia, united states;april 6, 2018;2018;tv-ma;1 season;british tv shows, international tv shows, romantic tv shows;searching for the woman promised to him by aphrodite, herdsman paris learns his true identity and falls for helen of sparta, igniting the trojan war.;7,2 based on 475 650 user ratings
80098839;movie;the eyes of my mother;nicolas pesce;kika magalhã£es, olivia bond, will brill, flora diaz, paul nazak, clara wong, diana agostini;united states;april 6, 2017;2016;r;76 min;horror movies, independent movies;at the remote farmhouse where she once witnessed a traumatic childhood event, a young woman develops a grisly fascination with violence.;6,2 based on 10 877 user ratings
80232502;movie;alien warfare;jeremiah jones;clayton snyder, david meadows, daniel washington, scott c. roe, larissa andrade, sal rendino, jose guns alves, scott king;united states;april 5, 2019;2019;tv-ma;88 min;action & adventure, sci-fi & fantasy;the u.s. navy seal team tackles a top-secret mission at a research center where scientists have mysteriously disappeared and another life form awaits.;2,6 based on 2 499 user ratings
81088786;movie;backfire;dave patten;"black deniro, byron ""squally"" vinson, dominic costa, nick ferraro, peter ferriero, jowharah jones";united states;april 5, 2019;2019;tv-ma;97 min;dramas, independent movies, thrillers;when two would-be robbers accidentally kill a made man, they find themselves on the run from the south philly italian mob.;3,4 based on 342 user ratings
81013015;tv show;legacies;nan;danielle rose russell, aria shahghasemi, kaylee bryant, jenny boyd, quincy fouse, peyton alex smith, matthew davis, archie l. winston;united states;april 5, 2019;2018;tv-14;1 season;tv dramas, tv sci-fi & fantasy, teen tv shows;born into a rare supernatural bloodline, hope mikaelson attends a gifted private school to master her powers and control her innate urges for evil.;7,5 based on 15 810 user ratings
81086435;movie;lupt;prabhuraj;javed jaffrey, vijay raaz, karan aanand, niki walia, meenakshi dixit, rishabh chaddha, rishina kandhari, kiearra soni;india;april 5, 2019;2018;tv-14;110 min;horror movies, international movies, thrillers;haunted by disturbing visions, a workaholic takes a vacation with his family, but a detour leads them to an unsettling stranger and chilling events.;7,0 based on 2 680 user ratings
80049832;tv show;our planet;nan;david attenborough;united states, united kingdom;april 5, 2019;2019;tv-g;1 season;docuseries, science & nature tv;experience our planet's natural beauty and examine how climate change impacts all living creatures in this ambitious documentary of spectacular scope.;9,3 based on 26 129 user ratings
81091423;movie;petta;karthik subbaraj;rajnikanth, vijay sethupathi, m. sasikumar, nawazuddin siddiqui, trisha krishnan, simran;india;april 5, 2019;2019;tv-14;170 min;action & adventure, comedies, dramas;an affable, newly appointed college warden proves to be no ordinary man when an old enemy resurfaces and exposes his complicated, violent past.;7,3 based on 7 511 user ratings
81083880;movie;playing hard;jean-simon chartier;nan;canada, united states;april 5, 2019;2018;tv-ma;92 min;documentaries, international movies;"step inside the ubisoft offices, and follow designer jason vandenberghe's fight to create the video game ""for honor"" over four years.";6,4 based on 480 user ratings
80211703;tv show;quicksand;nan;hanna ardã©hn, felix sandman, william spetz, ella rappich, david dencik, reuben sallmander, maria sundbom, rebecka hemse, arvid sand, helena af sandeberg, anna bjã¶rk;sweden;april 5, 2019;2019;tv-ma;1 season;crime tv shows, international tv shows, tv dramas;after a tragedy at a school sends shock waves through a wealthy stockholm suburb, a seemingly well-adjusted teen finds herself on trial for murder.;7,5 based on 14 194 user ratings
81044607;tv show;rimba racer;nan;steven tan, iain mcnally, chi-ren choong, kevin adrian barnaby, tikriti shabudin, sherilyn pang li ching, azman zulkiply;malaysia;april 5, 2019;2017;tv-y7;1 season;kids' tv;in this animated action series, a rookie driver seeks glory in a world-class auto race, but heâ€™ll need more than just his talent behind the wheel.;8,1 based on 55 user ratings
80224218;movie;the spy who fell to earth;thomas meadmore;nan;united kingdom;april 5, 2019;2019;tv-14;94 min;documentaries, international movies;based on dr. ahron bregman's book, this documentary examines the life and mysterious death of ashraf marwan, an egyptian billionaire and israeli spy.;6,5 based on 808 user ratings
80241474;tv show;tijuana;nan;damiã¡n alcã¡zar, tamara vallarta, rolf petersen, claudette maillã©, tetã© espinoza, ivã¡n aragã³n, martha claudia moreno, edã©n villavicencio, carlos corona, giancarlo ruiz, mayra batalla, rodrigo abed, roberto mateos, anabel ferreira, roberto sosa;mexico;april 5, 2019;2019;tv-14;1 season;crime tv shows, international tv shows, spanish-language tv shows;when a prominent politician is murdered, the intrepid journalists of frente tijuana risk their lives to uncover the truth.;4,9 based on 3 950 user ratings
81034317;movie;unicorn store;brie larson;brie larson, samuel l. jackson, joan cusack, bradley whitford, mamoudou athie, hamish linklater, martha macisaac, karan soni, annaleigh ashford;united states;april 5, 2019;2019;tv-pg;92 min;comedies, dramas, independent movies;after failing out of art school and taking a humdrum office job, a whimsical painter gets a chance to fulfill her lifelong dream of adopting a unicorn.;5,5 based on 16 286 user ratings
80185032;movie;behind the curtain: todrick hall;katherine fairfax wright;todrick hall;united states;april 5, 2018;2017;tv-ma;100 min;documentaries, lgbtq movies, music & musicals;follow singer and youtube sensation todrick hall as he launches an original musical based on growing up gay in texas and finding showbiz success.;6,7 based on 261 user ratings
80119177;movie;day of the dead: bloodline;hã¨ctor hernã¡ndez vicens;johnathon schaech, sophie skelton, marcus vanco, jeff gum, lillian blankenship, ulyana chan, shari watson, atanas srebrev;bulgaria;april 5, 2018;2018;r;91 min;horror movies, independent movies;a former medical student battles for survival against an evil human-zombie hybrid determined to destroy her, in this reimagining of the 1985 classic.;3,4 based on 8 189 user ratings
80026032;tv show;american odyssey;nan;anna friel, peter facinelli, jake robinson, jim true-frost, treat williams, sadie sink, omar ghazaoui, nate mooney, elena kampouris, daniella pineda, adewale akinnuoye-agbaje;united states;april 5, 2016;2015;tv-14;1 season;tv dramas, tv thrillers;an elite soldier, a corporate lawyer and a political activist uncover a deadly conspiracy linking terrorists to a powerful american corporation.;7,3 based on 5 863 user ratings
81087764;tv show;possessed;nan;song sae-byeok, go joon-hee, youn jung-hoon, jo han-sun, lee won-jong, park gene-woo, kwon hyuk-hyun, park sang-min;south korea;april 4, 2019;2019;tv-14;1 season;crime tv shows, international tv shows, korean tv shows;a reluctant clairvoyant joins forces with a brusque police detective hiding a soft heart to help him solve criminal cases using her psychic abilities.;7,2 based on 4 377 user ratings
