show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description;note
80017275;movie;miss julie;liv ullmann;jessica chastain, colin farrell, samantha morton, nora mcmenamy;norway, united kingdom, france, ireland;september 2, 2015;2014;pg-13;130 min;dramas, international movies;on a summer night in 1890 ireland, the unsettled daughter of aristocrats coaxes her father's valet to seduce her, though he's engaged to their cook.;5,4 based on 4 985 user ratings
81107545;movie;kabir singh;sandeep reddy vanga;shahid kapoor, kiara advani, suresh oberoi, arjan bajwa, adil hussain, nikita dutta, kamini kaushal, anurag arora;india;september 19, 2019;2019;tv-ma;171 min;dramas, international movies, romantic movies;an exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends.;7,1 based on 24 130 user ratings
70118953;movie;ocã©ans;jacques perrin, jacques cluzaud;pierce brosnan, jacques perrin, rie miyazawa, lancelot perrin;france, switzerland, spain, united states, united arab emirates;september 19, 2019;2009;g;84 min;documentaries, international movies;this documentary examines the vital role water plays in human existence and the cause-and-effect interplay between oceans and the environment.;8,4 based on 78 731 user ratings
80190449;movie;the endless;justin benson, aaron moorhead;aaron moorhead, justin benson, callie hernandez, lew temple, james jordan, tate ellington;united states;september 19, 2018;2017;tv-ma;112 min;independent movies, sci-fi & fantasy, thrillers;as kids, they escaped a ufo death cult. now, two adult brothers seek answers after an old videotape surfaces and brings them back to where they began.;6,5 based on 28 940 user ratings
70259208;tv show;transformers: rescue bots;nan;lacey chabert, elan garfias, maurice lamarche, jason marsden, shannon mckain, steve blum, parvesh cheena, d.c. douglas, imari williams, levar burton, diamond white;canada, united states;september 19, 2018;2016;tv-y7;1 season;kids' tv;follow the adventure of four young transformers, heatwave, chase, blades and boulder, and their human counterparts: a family of emergency responders.;6,5 based on 709 user ratings
80163156;movie;jerry before seinfeld;michael bonfiglio;jerry seinfeld;united states;september 19, 2017;2017;tv-14;62 min;stand-up comedy;jerry seinfeld returns to the club that gave him his start in the 1970s, mixing iconic jokes with stories from his childhood and early days in comedy.;7,0 based on 4 891 user ratings
80176878;tv show;manhunt;nan;sam worthington, paul bettany, chris noth, jeremy bobb, ben weber, lynn collins, brã­an f. o'byrne, keisha castle-hughes, mark duplass, elizabeth reaser, diesel madkins;united states;september 19, 2017;2017;tv-14;1 season;crime tv shows, tv dramas, tv mysteries;faced with few clues and an increasingly panicked public, the fbi calls on a new kind of profiler to help track down the infamous unabomber.;8,1 based on 45 866 user ratings
80131281;movie;karol modzelewski, å�ukasz â€žlotekâ€� lodkowski no offense;nan;"karol modzelewski, å�ukasz ""lotekâ€� lodkowski";nan;september 19, 2016;2016;tv-ma;65 min;stand-up comedy;"charismatic comedy pals karol modzelewski and å�ukasz ""lotek"" lodkowski bring their mischievous brand of humor to warsaw's klub hybrydy.";
80131374;movie;katarzyna piasecka, rafaå‚ paczeå› seriously funny;nan;katarzyna piasecka, rafaå‚ paczeå›;nan;september 19, 2016;2016;tv-ma;65 min;stand-up comedy;polish comedians rafaå‚ paczeå› and katarzyna piasecka hit the stage at warsaw's klub hybrydy for a night of funny anecdotes and sly jokes.;
80131436;movie;mariusz kaå‚amaga, karol kopiec, wiolka walaszczyk hilarious trio;nan;mariusz kaå‚amaga, karol kopiec, wiolka walaszczyk;nan;september 19, 2016;2016;tv-ma;69 min;stand-up comedy;comedians mariusz kaå‚amaga, karol kopiec and wiolka walaszczyk deliver an eclectic and energetic stand-up show at klub hybrydy in warsaw.;
80131376;movie;rafaå‚ banaå›, michaå‚ leja laugh out loud;nan;rafaå‚ banaå›, michaå‚ leja;nan;september 19, 2016;2016;tv-ma;64 min;stand-up comedy;young polish comedians rafaå‚ banaå› and michaå‚ leja present a high-energy stand-up show at warsaw's klub hybrydy.;
80131435;movie;the best of rafaå‚ rutkowski olka szczä™å›niak;nan;rafaå‚ rutkowski, olka szczä™å›niak;nan;september 19, 2016;2016;tv-ma;63 min;stand-up comedy;"""recipe for life"" star rafaå‚ rutkowski and comedy lab's olka szczä™å›niak serve up humorous impressions and wry wit at warsaw's klub hybrydy.";
80131375;movie;tomasz jachimek, jacek stramik laugh at live;nan;tomasz jachimek, jacek stramik;nan;september 19, 2016;2016;tv-ma;63 min;stand-up comedy;writer, actor and satirist tomasz jachimek teams up with comedian jacek stramik for a night of subversive stand-up at klub hybrydy in warsaw.;
80149143;movie;come and find me;zack whedon;aaron paul, annabelle wallis, garret dillahunt, chris chalk, zachary knighton, enver gjokaj, michael kopsa, terry chen;canada, united states, united kingdom;september 18, 2019;2016;r;112 min;dramas, thrillers;when his photographer girlfriend vanishes, an l.a. graphic designer starts his own investigation and uncovers a web of deceit, crime and corruption.;5,7 based on 7 618 user ratings
81144925;tv show;when the camellia blooms;nan;kong hyo-jin, kang ha-neul, kim ji-seok, oh jung-se, yeom hye-ran, son dam-bi, ji e-su, go du-sim;south korea;september 18, 2019;2019;tv-14;1 season;international tv shows, korean tv shows, romantic tv shows;dongbaek is a single mother. when a potential new love enters her life, she finds ways to defy the social stigmas surrounding her.;8,0 based on 771 user ratings
80987075;movie;class rank;eric stoltz;olivia holt, skyler gisondo, kristin chenoweth, bruce dern, nick krause, kathleen chalfant, peter maloney, rod mclachlan, hawn tran, danni wang;united states;september 18, 2018;2018;tv-14;103 min;comedies;when her class rank threatens her college plans, an ambitious teen convinces a nerdy peer to run for the school board to abolish the ranking system.;6,4 based on 1 165 user ratings
80192815;movie;barbie dolphin magic;conrad helten;erica lindbeck, shannon chan-kent, kazumi evans, claire corlett, ciana swales, adrian petriw, maryke hendrikse, paul dobson, garry chalk;united states;september 18, 2017;2017;tv-g;64 min;children & family movies;while visiting ken and exploring a coral reef, barbie and her sisters make an amazing discovery and meet a mysterious new friend.;5,6 based on 446 user ratings
80136785;tv show;forget me not;nan;nan;united kingdom;september 18, 2017;2011;tv-ma;1 season;international tv shows, tv dramas;teenage xue ming was forced to marry the man who raped her. years after abandoning her young sons to find a better life, can she escape the guilt?;5,7 based on 110 user ratings
80135278;tv show;the beat;nan;henley hii, yise loo, aric ho, tiffany leong, issac dang, christy yow;nan;september 18, 2017;2012;tv-pg;1 season;international tv shows, tv dramas;the artistic pursuits of two childhood friends, an aspiring singer and a talented dancer, lead them to four other 20-somethings in a drumming group.;6,4 based on 55 user ratings
80136452;tv show;timeless season;nan;loo aye keng, chen ke mei, hady, hishiko woo, jiang pei pei, steve yap;nan;september 18, 2017;2009;tv-14;1 season;international tv shows, tv dramas;a decade after college, a wake reunites five female friends struggling with illness, infidelity, toxic in-laws, spousal abuse and other life issues.;
80066798;movie;keith richards: under the influence;morgan neville;keith richards;united states;september 18, 2015;2015;tv-pg;82 min;documentaries, music & musicals;in a documentary with unparalleled access, discover the people and sounds that inspired rock 'n' roll legend keith richards from childhood to today.;7,1 based on 2 712 user ratings
81147293;movie;a haunting at silver falls: the return;teo konuralp;laura flannery, james cavlo, harry hains, clemmie dugdale, dendrie taylor, bryan chesters, jennifer dorogi, adam lazarre-white, nikita ramsey;united states;september 17, 2019;2019;tv-14;80 min;horror movies, independent movies;when the ghost of her serial killer aunt seemingly resurfaces, jordan must return to silver falls in hopes of finally putting an end to the torment.;3,2 based on 231 user ratings
70178604;tv show;ancient aliens;nan;robert clotworthy;united states;september 17, 2019;2010;tv-pg;1 season;docuseries, science & nature tv;were ancient humans really behind some of the most important technological advances in civilized history, or did they have extraterrestrial help?;7,3 based on 8 900 user ratings
80991316;movie;avengement;jesse v. johnson;scott adkins, craig fairbrass, thomas turgoose, nick moran, kierston wareing, mark strange, leo gregory, luke lafontaine, beau fowler, dan styles;united kingdom;september 17, 2019;2019;tv-ma;88 min;action & adventure;betrayed by his loan shark brother, a hardened convict escapes from prison while on furlough to exact revenge against the people who made him a killer.;6,5 based on 9 169 user ratings
80190588;movie;clive davis: the soundtrack of our lives;chris perkel;clive davis;united states;september 17, 2019;2017;tv-14;124 min;documentaries, music & musicals;this music-driven documentary charts clive davis' 50-year career as one of the world's most influential record moguls.;7,4 based on 423 user ratings
70124316;movie;five elements ninjas;cheh chang;tien-chi cheng, tien hsiang lung, meng lo, michael chan wai-man, pei hsi chen, li wang, ke chu;hong kong;september 17, 2019;1982;r;104 min;action & adventure, international movies;when five ninjas whose fighting styles are based on natural elements unleash their fury on a rival school, a lone survivor vows deadly revenge.;7,3 based on 2 193 user ratings
70229037;movie;sebastian maniscalco: what's wrong with people?;manny rodriguez;sebastian maniscalco;united states;september 17, 2019;2012;tv-14;76 min;stand-up comedy;with his uproarious tirade on modern behavior and decorum, the popular comic tackles the question we've all asked in this hilarious standup special.;8,1 based on 843 user ratings
80219119;tv show;the last kids on earth;nan;nick wolfhard, charles demers, garland whitt, montse hernandez, brian drummond, giles panton, keith david;united states;september 17, 2019;2019;tv-y7-fv;1 season;kids' tv, tv comedies;when zombies and monsters invade his hometown, a scrappy 13-year-old orphan teams up with his friends in hopes of surviving the chaos.;7,5 based on 531 user ratings
80037280;movie;the witch;robert eggers;anya taylor-joy, ralph ineson, kate dickie, harvey scrimshaw, ellie grainger, lucas dawson, bathsheba garnett, sarah stephens, julian richings, wahab chaudhry;united kingdom, canada, united states;september 17, 2018;2015;r;92 min;horror movies, independent movies;believing that a witch has cursed their family, pilgrims homesteading on the edge of a primeval new england forest become increasingly paranoid.;6,9 based on 184 142 user ratings
80165072;tv show;click for murder;nan;donal macintyre;united kingdom;september 17, 2017;2017;tv-14;1 season;british tv shows, crime tv shows, docuseries;crime journalist donal macintyre reveals how deadly the internet can be as he dissects the technological methods behind heinous acts.;5,9 based on 38 user ratings
80058248;movie;i am wrath;chuck russell;john travolta, christopher meloni, amanda schull, sam trammell, patrick st. esprit, rebecca de mornay, asante jones, paul sloan, luis da silva jr., jordan whalen;united states;september 16, 2019;2016;r;91 min;action & adventure, dramas;hell-bent on avenging his wife's murder, stanley hill summons an old partner's help in exposing a cover-up by crooked cops and slimy politicians.;5,4 based on 12 779 user ratings
70307661;movie;as above, so below;john erick dowdle;perdita weeks, ben feldman, edwin hodge, franã§ois civil, marion lambert, ali marhyar, cosme castro, hamid djavadan, thã©o cholbi, emy lã©vy;united states;september 16, 2018;2014;r;93 min;horror movies, thrillers;a beautiful tomb raider and her crew hunt for treasure in the catacombs of paris and find themselves in a hellish underworld.;6,2 based on 72 594 user ratings
70117312;movie;scott pilgrim vs. the world;edgar wright;michael cera, mary elizabeth winstead, kieran culkin, chris evans, anna kendrick, brie larson, alison pill, aubrey plaza, brandon routh, jason schwartzman, mark webber, mae whitman, johnny simmons, ellen wong;united states, united kingdom, canada, japan;september 16, 2018;2010;pg-13;112 min;action & adventure, comedies, cult movies;dreamy delivery girl ramona captures scott pilgrim's heart, but he must vanquish all seven of her evil exes in martial arts battles to win her love.;7,5 based on 362 162 user ratings
80092885;movie;arq;tony elliott;robbie amell, rachael taylor, shaun benson, gray powell, jacob neayem, adam butcher, tantoo cardinal;canada, united states;september 16, 2016;2016;tv-ma;89 min;international movies, sci-fi & fantasy, thrillers;trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity.;6,4 based on 32 696 user ratings
80108371;movie;cedric the entertainer: live from the ville;troy miller;cedric the entertainer;united states;september 16, 2016;2016;tv-ma;60 min;stand-up comedy;"donning his signature suit and fedora, the dapper comic offers a unique spin on getting old, the presidential election and ""honky tonk badonkadonk.""";5,9 based on 617 user ratings
70129452;movie;louis c.k.: hilarious;louis c.k.;louis c.k.;united states;september 16, 2016;2010;nan;84 min;movies;emmy-winning comedy writer louis c.k. brings his caustic wit to milwaukee, offering up his unique and uncensored take on sex, parenting and more.;8,5 based on 10 511 user ratings
80045805;movie;raiders!: the story of the greatest fan film ever made;jeremy coon, tim skousen;nan;united states;september 16, 2016;2015;nr;93 min;documentaries;"three childhood friends attempt to finish the pet project they've worked on for over 30 years: re-creating ""raiders of the lost ark"" shot for shot.";6,9 based on 1 858 user ratings
80101827;movie;the white helmets;orlando von einsiedel;nan;united kingdom;september 16, 2016;2016;tv-14;41 min;documentaries;as daily airstrikes pound civilian targets in syria, a group of indomitable first responders risk their lives to rescue victims from the rubble.;7,5 based on 6 713 user ratings
70251519;tv show;america's book of secrets;nan;jonathan adams;united states;september 15, 2019;2014;tv-14;1 season;docuseries;this engaging documentary series shares the surprising backstories of familiar institutions like the pentagon, west point and the playboy mansion.;7,0 based on 587 user ratings
81174992;tv show;bakugan: battle planet;nan;jonah wineberg, deven christian mack, margarita valderrama, ticoon kim, jason deline, will bowes;japan, canada, south korea;september 15, 2019;2018;tv-pg;1 season;anime series, kids' tv;dan kouzo and his pals bond with mysterious creatures known as bakugan while fighting sinister forces out to control the world.;6,1 based on 92 user ratings
81044365;tv show;cold case files;nan;nan;united states;september 15, 2019;2017;tv-14;1 season;crime tv shows, docuseries;masterful detectives utilize forensic science and criminal psychology to re-examine long-standing cases.;8,0 based on 759 user ratings
81030342;movie;los tigres del norte at folsom prison;tom donahue;los tigres del norte;united states;september 15, 2019;2019;tv-pg;64 min;documentaries, international movies, music & musicals;the beloved norteã±o band los tigres del norte performs for the inmates of folsom prison on the 50th anniversary of johnny cash's iconic concert.;6,9 based on 119 user ratings
70143865;tv show;pawn stars;nan;"corey harrison, richard harrison, rick harrison, austin ""chumlee"" russell";united states;september 15, 2019;2010;tv-pg;1 season;reality tv;father richard harrison, son rick and grandson corey appraise an array of strange objects brought into their gold & silver pawn shop in las vegas.;7,2 based on 14 777 user ratings
70054723;movie;steal a pencil for me;michã¨le ohayon;jack polak, ina soep;united states;september 15, 2019;2006;tv-14;94 min;documentaries;this moving documentary chronicles the unshakeable romance between a couple who met and fell in love while imprisoned in a nazi concentration camp.;7,4 based on 335 user ratings
81069393;tv show;surviving r. kelly;nan;r. kelly;united states;september 15, 2019;2019;tv-ma;1 season;docuseries;in this documentary series on the tangled history of allegations against musician r. kelly, women give detailed accounts of sexual and mental abuse.;7,6 based on 3 462 user ratings
80012550;tv show;the curse of oak island;nan;robert clotworthy;united states;september 15, 2019;2014;tv-pg;1 season;docuseries;on an ominous island off of nova scotia, two brothers chase historical theories on a quest for enigmatic treasure.;7,0 based on 3 854 user ratings
81131761;movie;the outsider;timothy woodward jr.;jon foo, trace adkins, sean patrick flanery, kaiwi lyman, nelli tsay, danny trejo, mitchell l. johnson, philip v. bruenn;united states;september 15, 2019;2019;tv-ma;86 min;movies;a frontier sheriff tries to protect his sadistic son from a chinese railroad worker hellbent on revenge.;7,9 based on 48 550 user ratings
81176196;tv show;the rap game;nan;jermaine dupri;united states;september 15, 2019;2016;tv-14;1 season;reality tv;young lyricists between the ages of 12 and 16 compete for a chance to sign to jermaine dupri's label while being mentored by hip-hop and r&b's finest.;5,3 based on 110 user ratings
70143831;tv show;the universe;nan;erik thompson;united states;september 15, 2019;2009;tv-pg;1 season;docuseries, science & nature tv;discover the secrets of the universe in this series that pairs animation with insights on distant planets, black holes and other celestial marvels.;8,8 based on 4 868 user ratings
81003648;tv show;al hayba;nan;taim hasan, nadine nassib njeim, abdo chahine, oweiss mkhallalati, mona wassef;lebanon;september 15, 2018;2017;tv-14;1 season;crime tv shows, international tv shows, tv dramas;in a village by the lebanon-syria border, the head of an arms-smuggling clan contends with family conflicts, power struggles and complicated love.;7,5 based on 732 user ratings
81016326;movie;arisan 2;nia dinata;surya saputra, cut mini theo, tora sudiro;indonesia;september 15, 2018;2011;tv-14;113 min;comedies, dramas, international movies;a group of friends reunites for a vacation amid nature, where they laugh about their shared history and bond over difficult truths.;6,6 based on 151 user ratings
80241102;tv show;cabins in the wild with dick strawbridge;nan;dick strawbridge, william hardie;united kingdom;september 15, 2018;2017;tv-pg;1 season;british tv shows, international tv shows, reality tv;engineer dick strawbridge and craftsman will hardie tour eight unique cabins built for a pop-up hotel in wales, and construct no. 9 on their own.;6,6 based on 127 user ratings
80227777;movie;cardboard gangsters;mark o'connor;john connors, fionn walton, kierston wareing, paul alwright, ryan lincoln, jimmy smallhorne, toni o'rourke, fionna hewitt-twamley, stephen clinch, ciaran mccabe;ireland;september 15, 2018;2016;tv-ma;92 min;dramas, international movies;a low-level drug dealer decides to move up the ranks of the illegal narcotics trade in darndale, dublin, putting him and his gang on a violent path.;6,4 based on 2 249 user ratings
81018233;movie;eeda;ajithkumar;shane nigaam, nimisha sajayan, manikandan r. achari, alencier ley lopez, sujith sankar, p. balachandran, sudhi koppa;india;september 15, 2018;2018;tv-14;153 min;dramas, international movies, romantic movies;two young adults with families on opposite ends of the political spectrum fall in love in a kerala city torn by violence.;7,2 based on 409 user ratings
81016317;movie;galih dan ratna;lucky kuswandi;refal hady, sheryl sheinafia, ayu dyah pasha, joko anwar, hengky tarnando, marissa anita, sari koeswoyo;indonesia;september 15, 2018;2017;tv-pg;111 min;dramas, international movies, romantic movies;sparks fly between the new girl at school and the misfit with a passion for music. yet the world threatens to put a stop to their innocent love song.;6,6 based on 185 user ratings
81016337;movie;gie;riri riza;nicholas saputra, sita nursanti, lukman sardi, indra birowo, wulan guritno, thomas nawilis, tutie kirana, robby tumewu, jonathan mulia;indonesia;september 15, 2018;2005;tv-14;141 min;dramas, international movies;indonesian activist soe hok gie experiences a political awakening during the tumultuous regimes of suharto and sukarno. inspired by true events.;7,6 based on 829 user ratings
81018234;movie;â€‹goli soda 2;vijay milton;samuthirakani, bharath seeni, vinoth, esakki barath, chemban vinod jose, gautham menon, krisha kurup, subiksha;india;september 15, 2018;2018;tv-ma;128 min;action & adventure, dramas, international movies;a taxi driver, a gangster and an athlete struggle to better their lives despite obstacles like crooked politicians, evil dons and caste barriers.;7,3 based on 639 user ratings
80241103;tv show;how to live mortgage free with sarah beeny;nan;nan;nan;september 15, 2018;2018;tv-14;1 season;british tv shows, international tv shows, reality tv;real estate expert and tv presenter sarah beeny meets with clever property owners who share their colorful stories about living mortgage free.;
80240816;tv show;inside the freemasons;nan;nan;united kingdom;september 15, 2018;2017;tv-14;1 season;british tv shows, docuseries, international tv shows;explore the history and future of the freemasons, a fraternal order steeped in both secrecy and tradition.;5,5 based on 306 user ratings
81018241;movie;jugaad;susannah heath-eves;nan;nan;september 15, 2018;2017;tv-14;52 min;documentaries;following the stories of five diverse individuals, this documentary offers a glimpse into the indomitable tenacity of several mumbai residents.;
81018235;movie;â€‹maj rati â€‹â€‹keteki;santwana bardoloi;adil hussain, shakil imtiaz, mahendra rabha, sulakshana baruah, rahul gautam sarma, kulada bhattacharjya, indu mohan das, moumita talukdar;india;september 15, 2018;2017;tv-14;117 min;dramas, international movies;a successful writer returns to the town that launched his career, encountering people who spark nostalgic, often painfully illuminating flashbacks.;7,1 based on 21 user ratings
81018236;movie;â€‹mayurakshi;atanu ghosh;soumitra chatterjee, prasenjit chatterjee, indrani haldar, sudipta chakraborty, suman banerjee, gargi roychowdhury;india;september 15, 2018;2017;tv-14;100 min;dramas, international movies;when a middle-aged divorcee returns to kolkata to visit his ailing father, long-buried memories resurface, bringing new discoveries with them.;7,1 based on 300 user ratings
81018237;movie;red oleanders raktokarobi;amitava bhattacharya;shantilal mukherjee, mumtaz sorcar, rahul, koushik sen, rajesh sharma, debdut ghosh, anindya banerjee, amitabha bhattacharjee, usashi chakraborty, dipankar dey;india;september 15, 2018;2017;tv-14;112 min;dramas, international movies;when a theater group stages a production of a rabindranath tagore play, they begin to notice parallels between the story and their own lives.;7,3 based on 50 user ratings
81018238;movie;samantaral;partha chakraborty;riddhi sen, parambrata chatterjee, soumitra chatterjee, aparajita adhya, tanusree chakraborty, kushal chakraborty, anindya banerjee, surangana banerjee;india;september 15, 2018;2017;tv-ma;110 min;dramas, international movies;on a family visit, a young man and his girlfriend set out to discover why his eccentric uncle has been mysteriously confined to one room for years.;7,6 based on 568 user ratings
81016339;movie;the secret;raffi ahmad, arie azis;nagita slavina, raffi ahmad, marshanda, roy marten, kanaya gleadys, kartika putri, tyas mirasih, wika salim;nan;september 15, 2018;2018;tv-ma;98 min;horror movies, international movies;learning that her father has married a woman her own age, kanaya leaves home, only to get into an accident that lands her in a haunted hospital.;6,3 based on 16 911 user ratings
80067522;movie;first they killed my father;angelina jolie;sreymoch sareum, kompheak phoeung, socheata sveng, dara heng, sothea khoun, sreyneang oun, kimhak mun, chenda run, nika sarun, nita sarun;cambodia, united states;september 15, 2017;2017;tv-ma;137 min;dramas;a 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the khmer rouge in cambodia.;7,2 based on 13 746 user ratings
80192149;movie;gagarin: first in space;pavel parkhomenko;yaroslav zhalnin, mikhail filippov, olga ivanova, vadim michman, vladimir steklov, viktor proskurin, nadezhda markina, daniil vorobyov;russia;september 15, 2017;2013;tv-14;108 min;dramas, international movies;this biopic of russian cosmonaut yuri gagarin follows his rise from childhood poverty to his selection and training for the 1961 vostok mission.;6,6 based on 2 723 user ratings
80142637;movie;janaan;azfar jafri;armeena rana khan, bilal ashraf, ali rehman khan, hania aamir, usman mukhtar, nayyar ejaz;pakistan;september 15, 2017;2016;tv-14;132 min;comedies, dramas, international movies;after 11 years in canada, young meena returns to her native pakistan for a family wedding and becomes romantically entangled with an adopted cousin.;7,1 based on 1 365 user ratings
80192014;movie;larceny;r. ellis frazier;dolph lundgren, corbin bernsen, louis mandylor, isaac c. singleton jr., jocelyn osorio, eddie j. fernandez, david fernandez jr., mauricio mendoza, steven dell, luis gatica;united states, mexico;september 15, 2017;2017;tv-14;87 min;action & adventure;an ex-cia contractor turned thief is forced to head a cia gambit to infiltrate a black ops mexican prison and steal $50 million in drug cartel money.;7,8 based on 93 user ratings
80192015;movie;rumble;r. ellis frazier;gary daniels, luis gatica, sissi fleitas, eddie j. fernandez, fabiã¡n lã³pez, justin nesbitt, pedro rodman rodriguez;mexico;september 15, 2017;2016;tv-ma;92 min;action & adventure, independent movies;an ex-mma champion reduced to fixing fights in mexico must win one last match to save his girlfriend, who's been kidnapped by the mob.;
80168230;movie;strong island;yance ford;nan;united states, denmark;september 15, 2017;2017;tv-ma;108 min;documentaries;the forces of family, grief and racial injustice converge in this powerful documentary exploring the murder of filmmaker yance ford's brother.;6,4 based on 3 277 user ratings
80202129;tv show;the five;mark tonderai;tom cullen, o.t. fagbenle, lee ingleby, sarah solemani, hannah arterton, geraldine james, michael maloney, rade serbedzija, jonathan kerrigan, don warrington, sophia la porta;united kingdom;september 15, 2017;2016;tv-ma;1 season;british tv shows, crime tv shows, tv dramas;twenty years after 5-year-old jesse disappears near his home, his dna turns up at the scene of a woman's murder, baffling his family and the police.;7,7 based on 7 291 user ratings
80088910;movie;natural born pranksters;roman atwood, ben pluimer;roman atwood, vitaly zdorovetskiy, dennis roady;united states;september 15, 2016;2016;r;91 min;comedies;"the biggest pranksters on youtube â€“ vitalyzdtv, dennis roady and roman atwood â€“ turn hollywood into ""prankwood"" with their most over-the-top stunts.";3,6 based on 3 580 user ratings
70290909;movie;sample this;dan forrer;gene simmons;united states;september 15, 2016;2012;tv-14;83 min;documentaries, music & musicals;"this doc traces the impact of the incredible bongo band's ""apache,"" which played a key role in the birth of hip-hop after kool herc began sampling it.";6,4 based on 367 user ratings
80126566;tv show;wartime portraits;nan;nan;poland;september 15, 2016;2014;tv-ma;1 season;docuseries, international tv shows;part live-action and part animation, this visually inventive series offers striking portrayals of some of the unsung heroes of world war ii.;6,4 based on 14 user ratings
80033772;movie;cowspiracy: the sustainability secret;kip andersen, keegan kuhn;kip andersen;united states;september 15, 2015;2014;nr;90 min;documentaries;learn how factory farming is decimating the planet's natural resources â€“ and why this crisis has been largely ignored by major environmental groups.;8,3 based on 20 111 user ratings
81093951;movie;oh! baby;b. v. nandini reddy;samantha ruth prabhu, lakshmi, rajendraprasad, naga shourya, rao ramesh, teja sajja, pragathi, jagapathi babu, aishwarya, urvashi;india;september 14, 2019;2019;tv-14;157 min;comedies, international movies, music & musicals;a surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.;7,4 based on 1 561 user ratings
80238013;movie;the crystal calls making the dark crystal: age of resistance;randall lobb;taron egerton, natalie dormer, simon pegg, jason isaacs;united states;september 14, 2019;2019;tv-pg;83 min;documentaries, international movies;go behind the scenes with stars, puppeteers and creators as they bring jim henson's magical world of thra back to life in a sweeping fantasy series.;7,6 based on 396 user ratings
81089941;movie;we have always lived in the castle;stacie passon;taissa farmiga, alexandra daddario, crispin glover, sebastian stan, paula malcomson, peter coonan, ian toner, joanne crawford;united states;september 14, 2019;2018;tv-14;95 min;dramas, thrillers;the fragile and secretive world of two sisters and their uncle crumbles when their charming cousin arrives with eyes toward the family fortune.;5,6 based on 4 388 user ratings
81000011;movie;bangkok hell;manop janjarasskul;chalad na songkhla, sahatchai 'stop' chumrum, pornchai hongrattanaporn, kongsak kaenmeepol, samart saengsa-ngiam, suthpong kanithanon;thailand;september 14, 2018;2002;tv-ma;107 min;dramas, international movies;when offered a deal to snitch on fellow prisoners, an inmate faces a tough dilemma: act in his own interest, or help those who may need him.;5,5 based on 66 user ratings
80243899;tv show;behind the newsroom;nan;pok piyatida woramusik, willie ruengrit mcintosh, charebelle lanlalin, tono pakin kumwilaisuk, point cholawit meetongcom, cee hathaiphat, pitta na pattalung, ae sasikarn aphichartworasilp, louis pongphan petchbuntoon, sawitree samipak;nan;september 14, 2018;2015;tv-14;1 season;international tv shows, romantic tv shows, tv dramas;confident and cool under pressure, top news presenter punchalee meets her match in the conniving dao, who'll stop at nothing to fulfill her ambitions.;5,2 based on 39 user ratings
80217733;movie;bleach;shinsuke sato;sota fukushi, hana sugisaki, ryo yoshizawa, erina mano, yu koyanagi, seiichi tanabe, taichi saotome, miyavi, masami nagasawa, yosuke eguchi;japan;september 14, 2018;2018;tv-14;109 min;action & adventure, international movies, sci-fi & fantasy;when high schooler ichigo is suddenly given reaper abilities, he really wants to give the powers back. but he'll have to reap some souls first.;8,1 based on 41 635 user ratings
80220035;tv show;boca juniors confidential;nan;nan;nan;september 14, 2018;2018;tv-pg;1 season;docuseries, international tv shows, spanish-language tv shows;players, fans and staff of soccer powerhouse boca juniors provide an exclusive, behind-the-scenes look at argentina's legendary club.;6,4 based on 233 user ratings
80194704;tv show;car masters: rust to riches;nan;"mark towle, shawn pilot, constance nunes, tony quinones, mike ""caveman"" pyle";nan;september 14, 2018;2018;tv-pg;1 season;reality tv;the colorful crew at gotham garage overhauls an eclectic collection of cars and trucks, trading up to a showstopper they can sell for big bucks.;8,9 based on 6 774 user ratings
80225949;tv show;norm macdonald has a show;nan;nan;united states;september 14, 2018;2018;tv-ma;1 season;stand-up comedy & talk shows, tv comedies;comedian norm macdonald hosts his celebrity friends for casual conversations that range from silly to serious and take many unexpected turns.;8,7 based on 2 748 user ratings
80999985;movie;still;chatchai katenut, manussa vorasingha, tanwarin sukkhapisit, poj arnon;mai charoenpura, akara amarttayakul, supakson chaimongkol, kachapa toncharoen, wiradit srimalai, vasana chalakorn, ratchanont sukpragawp, arisara thongborisut;thailand;september 14, 2018;2010;tv-ma;100 min;horror movies, international movies;a haunted hotel, a body in a water tank, a nightclub fire and a prison death comprise four horror tales taken from thailand's newspaper headlines.;6,6 based on 93 831 user ratings
81002336;tv show;super monsters monster party;nan;elyse maloway, vincent tong, erin matthews, andrea libman, alessandro juliani, nicole anthony, ian james corlett, britt mckillip, kathleen barr, diana kaarina;nan;september 14, 2018;2018;tv-y;1 season;kids' tv;sing along and move to this groovy collection of music videos featuring monster friends katya, lobo, zoe, drac, cleo and frankie!;6,4 based on 22 user ratings
